Label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
right_thumbs_left,0.6202380061149597,0.7074899077415466,-3.318920960282412e-07,0.5621388554573059,0.7285262942314148,-0.03399854898452759,0.50337153673172,0.7431052327156067,-0.05742531269788742,0.4560750424861908,0.7614221572875977,-0.07380363345146179,0.4102989435195923,0.7595771551132202,-0.08440831303596497,0.5215920805931091,0.6104542016983032,-0.06628870964050293,0.5202360153198242,0.7804703116416931,-0.09365352988243103,0.539491593837738,0.7808389663696289,-0.10226278007030487,0.5462077260017395,0.7357004880905151,-0.10696928948163986,0.5651021003723145,0.5944401621818542,-0.06461965292692184,0.5635995864868164,0.7866722941398621,-0.08829932659864426,0.5721803903579712,0.7645842432975769,-0.08638942241668701,0.572329580783844,0.7127302885055542,-0.08708974719047546,0.6094685196876526,0.6022458672523499,-0.06526549160480499,0.6037459969520569,0.7809622883796692,-0.08827774971723557,0.605817973613739,0.7557312250137329,-0.07549215108156204,0.6049472093582153,0.7060371041297913,-0.06664542853832245,0.6496585011482239,0.6231974959373474,-0.06962210685014725,0.641975998878479,0.7570816278457642,-0.09130905568599701,0.6389838457107544,0.7371783256530762,-0.09001442044973373,0.6371064782142639,0.6896840929985046,-0.08694455027580261
right_thumbs_left,0.6229982972145081,0.7059134840965271,-3.3695491197249794e-07,0.5634401440620422,0.7342709898948669,-0.03418070822954178,0.5039178729057312,0.7531206011772156,-0.057615067809820175,0.45691096782684326,0.7730069160461426,-0.07449057698249817,0.41125959157943726,0.7709251642227173,-0.08569261431694031,0.5180019736289978,0.6097795963287354,-0.0627538412809372,0.5169709920883179,0.7805013656616211,-0.09117736667394638,0.536515474319458,0.7818308472633362,-0.10248494148254395,0.5455178618431091,0.7370765805244446,-0.10909995436668396,0.5627140998840332,0.5914169549942017,-0.06159130856394768,0.561806321144104,0.7877786159515381,-0.08654171973466873,0.5705119967460632,0.7660185694694519,-0.08700516074895859,0.5724368095397949,0.7127597332000732,-0.08873697370290756,0.6082238554954529,0.5994201302528381,-0.06298069655895233,0.6024993658065796,0.7801371216773987,-0.08801071345806122,0.6058553457260132,0.7573131322860718,-0.07638995349407196,0.6061439514160156,0.7055807709693909,-0.06729619950056076,0.6493002772331238,0.6218478083610535,-0.06828354299068451,0.6420202851295471,0.754356324672699,-0.0914217159152031,0.6395680904388428,0.7372100353240967,-0.09010817855596542,0.6378917098045349,0.6904439926147461,-0.08618295937776566
right_thumbs_left,0.6247986555099487,0.7058244943618774,-3.3558197287675284e-07,0.5648406744003296,0.7354846000671387,-0.03473810479044914,0.504533052444458,0.7526131868362427,-0.05868895351886749,0.4571777582168579,0.7707920074462891,-0.07580330222845078,0.41086623072624207,0.7684932947158813,-0.08684544265270233,0.5173795819282532,0.6107323169708252,-0.06475841253995895,0.516437292098999,0.782552182674408,-0.09349754452705383,0.5363722443580627,0.7825940251350403,-0.10421331226825714,0.5457193851470947,0.7367520928382874,-0.11033619195222855,0.5622314810752869,0.5916145443916321,-0.06333790719509125,0.5620951056480408,0.790624737739563,-0.08856436610221863,0.5703266859054565,0.7677278518676758,-0.08824612200260162,0.571567177772522,0.712795615196228,-0.08938810229301453,0.6081101894378662,0.5993847846984863,-0.06446141004562378,0.6025444269180298,0.7826294302940369,-0.0895201712846756,0.6054953932762146,0.7605535387992859,-0.07675374299287796,0.605567991733551,0.7086100578308105,-0.06695004552602768,0.6495423316955566,0.6218939423561096,-0.06961794197559357,0.6420643925666809,0.7570427060127258,-0.09298066794872284,0.6396925449371338,0.7400496006011963,-0.09146200120449066,0.6383820176124573,0.6925113201141357,-0.08736559003591537
right_thumbs_left,0.6190280318260193,0.706120491027832,-3.3809862998168683e-07,0.5599337220191956,0.7332786917686462,-0.03313235938549042,0.5014365911483765,0.7508344650268555,-0.05564524605870247,0.45373299717903137,0.7699486613273621,-0.07203929126262665,0.40709027647972107,0.7686606645584106,-0.08297505229711533,0.5130407810211182,0.6136984825134277,-0.05881982669234276,0.5129044651985168,0.7852564454078674,-0.08674833923578262,0.531722903251648,0.7857492566108704,-0.09837369620800018,0.5404017567634583,0.7408226728439331,-0.10520727187395096,0.5577807426452637,0.5950460433959961,-0.05811034142971039,0.5577330589294434,0.7955695390701294,-0.08218369632959366,0.566922664642334,0.7730615735054016,-0.08292286843061447,0.569067120552063,0.7198005318641663,-0.08489581197500229,0.6036185026168823,0.6027016639709473,-0.06004215404391289,0.5983463525772095,0.7890902161598206,-0.08409005403518677,0.6017282605171204,0.7650682926177979,-0.07231134921312332,0.6014174222946167,0.7132431864738464,-0.06325472146272659,0.645057737827301,0.6248055100440979,-0.06592126935720444,0.6374703645706177,0.7634746432304382,-0.08819513022899628,0.6351447701454163,0.7460437417030334,-0.08639602363109589,0.6331378817558289,0.6994550824165344,-0.08217458426952362
right_thumbs_left,0.6191399693489075,0.7093908190727234,-3.197295939116884e-07,0.5598413348197937,0.737105667591095,-0.03338934853672981,0.5008134245872498,0.751448929309845,-0.056245241314172745,0.4521952271461487,0.7683238983154297,-0.07286626100540161,0.40473851561546326,0.7675806879997253,-0.08390242606401443,0.5113129615783691,0.6162049770355225,-0.059613559395074844,0.5104679465293884,0.7855163812637329,-0.08840780705213547,0.5308626890182495,0.7828072309494019,-0.10037223249673843,0.5400761365890503,0.7356134057044983,-0.10720973461866379,0.5560207962989807,0.5976006984710693,-0.05879347398877144,0.55487060546875,0.795502245426178,-0.08350341022014618,0.5653541684150696,0.7714601755142212,-0.08400119096040726,0.5681149363517761,0.7175202965736389,-0.08558836579322815,0.6020858883857727,0.6053496599197388,-0.06069360673427582,0.5954751968383789,0.788692057132721,-0.085043765604496,0.5998387932777405,0.7642409205436707,-0.07251185178756714,0.6003653407096863,0.712336540222168,-0.06282978504896164,0.6439940929412842,0.6276118755340576,-0.0665556862950325,0.6352120041847229,0.7637248039245605,-0.08901866525411606,0.6337444186210632,0.7428517937660217,-0.08704617619514465,0.632446825504303,0.6928439140319824,-0.08259082585573196
right_thumbs_left,0.614659309387207,0.7063993215560913,-3.103021981587517e-07,0.5561435222625732,0.7335582375526428,-0.03360648453235626,0.4973576068878174,0.7480736374855042,-0.05678417906165123,0.44957271218299866,0.7649852633476257,-0.0736369639635086,0.40247467160224915,0.7635189294815063,-0.0848420038819313,0.5100679397583008,0.6158078908920288,-0.06152452528476715,0.5078919529914856,0.7843737006187439,-0.09054727852344513,0.5273343920707703,0.7831107974052429,-0.10236050188541412,0.5367019176483154,0.7364925742149353,-0.10913268476724625,0.5547442436218262,0.5970056056976318,-0.060571376234292984,0.5537161827087402,0.7952966094017029,-0.08552443236112595,0.5625520348548889,0.7717018723487854,-0.08577378839254379,0.564956784248352,0.7181293368339539,-0.08724387735128403,0.6003156304359436,0.6045862436294556,-0.06226334720849991,0.5942255854606628,0.7876209616661072,-0.08706820011138916,0.5972840785980225,0.763765811920166,-0.07427661120891571,0.597658634185791,0.7123335599899292,-0.06436022371053696,0.641178548336029,0.6274258494377136,-0.06792237609624863,0.6330169439315796,0.7609151005744934,-0.09129448235034943,0.631305456161499,0.7392445802688599,-0.08961569517850876,0.6306062936782837,0.6888102889060974,-0.08522558212280273
right_thumbs_left,0.6164728999137878,0.7106782793998718,-3.220103224066406e-07,0.5565801858901978,0.7359883189201355,-0.03257686644792557,0.49673596024513245,0.7479632496833801,-0.05458080768585205,0.4487973153591156,0.7643417119979858,-0.07057862728834152,0.4024173617362976,0.7624377608299255,-0.08099182695150375,0.5099748969078064,0.6143885254859924,-0.057624731212854385,0.5087100267410278,0.7822211384773254,-0.08648636937141418,0.5285578966140747,0.7806899547576904,-0.09903719276189804,0.537644624710083,0.7342561483383179,-0.10635165125131607,0.5544754862785339,0.5961686372756958,-0.057057011872529984,0.5537441372871399,0.7934027314186096,-0.0818210244178772,0.5634637475013733,0.7693297266960144,-0.08302277326583862,0.5659112334251404,0.7157334089279175,-0.0851309671998024,0.6001460552215576,0.6037904024124146,-0.05931158736348152,0.5944027900695801,0.7861536741256714,-0.0841316357254982,0.5981930494308472,0.7607454061508179,-0.07279791682958603,0.5981748700141907,0.7083256840705872,-0.06380941718816757,0.6415642499923706,0.626366913318634,-0.0654023215174675,0.6337708830833435,0.7602097392082214,-0.08830112963914871,0.631876528263092,0.739293098449707,-0.08714999258518219,0.630332887172699,0.6896259784698486,-0.08328358083963394
right_thumbs_left,0.6143356561660767,0.7051551938056946,-3.191611028796615e-07,0.5547052621841431,0.732589840888977,-0.03314971923828125,0.49541419744491577,0.7468338012695312,-0.05545106157660484,0.4480781555175781,0.7637913823127747,-0.07166947424411774,0.40223395824432373,0.7614039778709412,-0.08229333907365799,0.5089696645736694,0.6134499907493591,-0.05888649448752403,0.5083624124526978,0.7830945253372192,-0.08732462674379349,0.5280749797821045,0.7837139964103699,-0.09869959205389023,0.5369162559509277,0.7376449704170227,-0.10517333447933197,0.5535740852355957,0.5944293141365051,-0.05813916400074959,0.5532481074333191,0.7924891710281372,-0.08288164436817169,0.5625623464584351,0.7702507972717285,-0.08327379822731018,0.5648825168609619,0.7169438004493713,-0.08478392660617828,0.5989079475402832,0.6013204455375671,-0.0602029524743557,0.5930923223495483,0.7846060395240784,-0.08518331497907639,0.5967390537261963,0.7616189122200012,-0.07320065796375275,0.5970382690429688,0.7103518843650818,-0.06374728679656982,0.6396712064743042,0.6233350038528442,-0.0661591961979866,0.6319220066070557,0.7583113312721252,-0.08930521458387375,0.6301149129867554,0.7397459149360657,-0.08791672438383102,0.6289462447166443,0.6917132139205933,-0.08380848914384842
right_thumbs_left,0.6089197397232056,0.6996777057647705,-3.0526459227075975e-07,0.5500952005386353,0.7282371520996094,-0.033035434782505035,0.4923397898674011,0.7439584732055664,-0.055975284427404404,0.4454755187034607,0.7620256543159485,-0.0727774053812027,0.39963090419769287,0.7586236596107483,-0.08410907536745071,0.5077697038650513,0.6119133830070496,-0.0611058734357357,0.5064742565155029,0.7798821330070496,-0.08931630849838257,0.5258277058601379,0.7788642048835754,-0.10025422275066376,0.5343804359436035,0.7325417399406433,-0.10645296424627304,0.5523304343223572,0.5937535762786865,-0.06049500033259392,0.5506427884101868,0.789364218711853,-0.08466786891222,0.5599086880683899,0.7666702270507812,-0.08438821882009506,0.5622706413269043,0.7134414911270142,-0.08576740324497223,0.5973340272903442,0.6011475324630737,-0.06249701976776123,0.5906338095664978,0.7818158268928528,-0.08644891530275345,0.5939227938652039,0.7581807971000671,-0.07386048883199692,0.5939635634422302,0.7074242830276489,-0.06456620246171951,0.6378546953201294,0.6223167181015015,-0.0683501809835434,0.6301863789558411,0.7556384801864624,-0.09068353474140167,0.6279698610305786,0.7355153560638428,-0.0888831615447998,0.6261242032051086,0.6869609355926514,-0.0849311351776123
right_thumbs_left,0.6083122491836548,0.703437328338623,-3.1317807724917657e-07,0.5489826202392578,0.7292190790176392,-0.03265824168920517,0.49030518531799316,0.7427288889884949,-0.0548347570002079,0.44340118765830994,0.7603240609169006,-0.07101639360189438,0.397931843996048,0.7562910318374634,-0.08174779266119003,0.5068224668502808,0.6123387813568115,-0.05912570655345917,0.5043941140174866,0.7783638834953308,-0.08732794970273972,0.5241363048553467,0.7806798815727234,-0.09861060976982117,0.5325397849082947,0.7357767224311829,-0.10507842153310776,0.5511624217033386,0.5944341421127319,-0.058549005538225174,0.5484785437583923,0.7882266640663147,-0.08268234878778458,0.5580072402954102,0.7684275507926941,-0.08270514011383057,0.560279369354248,0.7160583734512329,-0.08404271304607391,0.5962685942649841,0.6022334098815918,-0.06069159880280495,0.5886296033859253,0.7812070846557617,-0.0849907174706459,0.5919171571731567,0.7588300704956055,-0.0726088359951973,0.5920443534851074,0.7080708742141724,-0.06306474655866623,0.6366705298423767,0.6239203810691833,-0.066595159471035,0.6281974911689758,0.7555632591247559,-0.08900917321443558,0.6260831356048584,0.7362077236175537,-0.08702586591243744,0.6246622204780579,0.687965452671051,-0.08268580585718155
